Name;Origin;PartOfHistory;Version;Domain;Format;Extension;Year;Keywords;Hierarchy;Source;Publication;Path;DescribingPath;NumberOfFeatures;NumberOfLeafFeatures;NumberOfTopFeatures;#Constraints;AverageConstraintSize;CtcDensity;FeaturesInConstraintsDensity;TreeDepth;AverageNumberOfChildren;NumberOfClauses;NumberOfLiterals;ClauseDensity;RatioOptionalFeatures;ConnectivityDensity;Void;#CORE;#Dead;NumberOfValidConfigurations;SimpleCyclomaticComplexity;IndependentCyclomaticComplexity
BusyBox;Pett2021;True;2008-04-21_05-07-15;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-04-21_05-07-15.dimacs;systems_software/BusyBox/Pett2021-2008-04-21_05-07-15;695.0;694.0;694.0;566.0;2.18727915194346;0.814388489208633;0.771223021582734;2.0;694.0;1261.0;2627.0;0.4800152264941;0.989928057553957;1292.0;True;7.0;7.0;5.38444679112453E+177;598.0;480.0
BusyBox;Pett2021;True;2008-04-21_20-27-29;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-04-21_20-27-29.dimacs;systems_software/BusyBox/Pett2021-2008-04-21_20-27-29;695.0;694.0;694.0;566.0;2.18727915194346;0.814388489208633;0.771223021582734;2.0;694.0;1261.0;2627.0;0.4800152264941;0.989928057553957;1292.0;True;7.0;7.0;5.38444679112453E+177;598.0;480.0
BusyBox;Pett2021;True;2008-04-21_21-56-07;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-04-21_21-56-07.dimacs;systems_software/BusyBox/Pett2021-2008-04-21_21-56-07;695.0;694.0;694.0;566.0;2.18727915194346;0.814388489208633;0.771223021582734;2.0;694.0;1261.0;2627.0;0.4800152264941;0.989928057553957;1292.0;True;7.0;7.0;5.38444679112453E+177;598.0;480.0
BusyBox;Pett2021;True;2008-04-21_22-04-21;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-04-21_22-04-21.dimacs;systems_software/BusyBox/Pett2021-2008-04-21_22-04-21;695.0;694.0;694.0;566.0;2.18727915194346;0.814388489208633;0.771223021582734;2.0;694.0;1261.0;2627.0;0.4800152264941;0.989928057553957;1292.0;True;7.0;7.0;5.38444679112453E+177;598.0;480.0
BusyBox;Pett2021;True;2008-04-22_00-08-27;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-04-22_00-08-27.dimacs;systems_software/BusyBox/Pett2021-2008-04-22_00-08-27;695.0;694.0;694.0;566.0;2.18727915194346;0.814388489208633;0.771223021582734;2.0;694.0;1261.0;2627.0;0.4800152264941;0.989928057553957;1292.0;True;7.0;7.0;5.38444679112453E+177;598.0;480.0
BusyBox;Pett2021;True;2008-04-22_00-16-29;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-04-22_00-16-29.dimacs;systems_software/BusyBox/Pett2021-2008-04-22_00-16-29;695.0;694.0;694.0;566.0;2.18727915194346;0.814388489208633;0.771223021582734;2.0;694.0;1261.0;2627.0;0.4800152264941;0.989928057553957;1292.0;True;7.0;7.0;5.38444679112453E+177;598.0;480.0
BusyBox;Pett2021;True;2008-04-22_18-07-41;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-04-22_18-07-41.dimacs;systems_software/BusyBox/Pett2021-2008-04-22_18-07-41;695.0;694.0;694.0;566.0;2.18727915194346;0.814388489208633;0.771223021582734;2.0;694.0;1261.0;2627.0;0.4800152264941;0.989928057553957;1292.0;True;7.0;7.0;5.38444679112453E+177;598.0;480.0
BusyBox;Pett2021;True;2008-04-23_05-44-59;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-04-23_05-44-59.dimacs;systems_software/BusyBox/Pett2021-2008-04-23_05-44-59;695.0;694.0;694.0;566.0;2.18727915194346;0.814388489208633;0.771223021582734;2.0;694.0;1261.0;2627.0;0.4800152264941;0.989928057553957;1292.0;True;7.0;7.0;5.38444679112453E+177;598.0;480.0
BusyBox;Pett2021;True;2008-04-23_05-46-55;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-04-23_05-46-55.dimacs;systems_software/BusyBox/Pett2021-2008-04-23_05-46-55;695.0;694.0;694.0;566.0;2.18727915194346;0.814388489208633;0.771223021582734;2.0;694.0;1261.0;2627.0;0.4800152264941;0.989928057553957;1292.0;True;7.0;7.0;5.38444679112453E+177;598.0;480.0
BusyBox;Pett2021;True;2008-04-23_06-42-49;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-04-23_06-42-49.dimacs;systems_software/BusyBox/Pett2021-2008-04-23_06-42-49;695.0;694.0;694.0;566.0;2.18727915194346;0.814388489208633;0.771223021582734;2.0;694.0;1261.0;2627.0;0.4800152264941;0.989928057553957;1292.0;True;7.0;7.0;5.38444679112453E+177;598.0;480.0
BusyBox;Pett2021;True;2008-04-23_06-45-11;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-04-23_06-45-11.dimacs;systems_software/BusyBox/Pett2021-2008-04-23_06-45-11;695.0;694.0;694.0;566.0;2.18727915194346;0.814388489208633;0.771223021582734;2.0;694.0;1261.0;2627.0;0.4800152264941;0.989928057553957;1292.0;True;7.0;7.0;5.38444679112453E+177;598.0;480.0
BusyBox;Pett2021;True;2008-04-23_07-02-02;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-04-23_07-02-02.dimacs;systems_software/BusyBox/Pett2021-2008-04-23_07-02-02;695.0;694.0;694.0;566.0;2.18727915194346;0.814388489208633;0.771223021582734;2.0;694.0;1261.0;2627.0;0.4800152264941;0.989928057553957;1292.0;True;7.0;7.0;5.38444679112453E+177;598.0;480.0
BusyBox;Pett2021;True;2008-04-23_07-22-31;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-04-23_07-22-31.dimacs;systems_software/BusyBox/Pett2021-2008-04-23_07-22-31;695.0;694.0;694.0;566.0;2.18727915194346;0.814388489208633;0.771223021582734;2.0;694.0;1261.0;2627.0;0.4800152264941;0.989928057553957;1292.0;True;7.0;7.0;5.38444679112453E+177;598.0;480.0
BusyBox;Pett2021;True;2008-04-23_15-31-29;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-04-23_15-31-29.dimacs;systems_software/BusyBox/Pett2021-2008-04-23_15-31-29;695.0;694.0;694.0;566.0;2.18727915194346;0.814388489208633;0.771223021582734;2.0;694.0;1261.0;2627.0;0.4800152264941;0.989928057553957;1292.0;True;7.0;7.0;5.38444679112453E+177;598.0;480.0
BusyBox;Pett2021;True;2008-04-24_04-42-52;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-04-24_04-42-52.dimacs;systems_software/BusyBox/Pett2021-2008-04-24_04-42-52;695.0;694.0;694.0;566.0;2.18727915194346;0.814388489208633;0.771223021582734;2.0;694.0;1261.0;2627.0;0.4800152264941;0.989928057553957;1292.0;True;7.0;7.0;5.38444679112453E+177;598.0;480.0
BusyBox;Pett2021;True;2008-04-24_10-27-20;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-04-24_10-27-20.dimacs;systems_software/BusyBox/Pett2021-2008-04-24_10-27-20;695.0;694.0;694.0;566.0;2.18727915194346;0.814388489208633;0.771223021582734;2.0;694.0;1261.0;2627.0;0.4800152264941;0.989928057553957;1292.0;True;7.0;7.0;5.38444679112453E+177;598.0;480.0
BusyBox;Pett2021;True;2008-04-24_10-35-50;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-04-24_10-35-50.dimacs;systems_software/BusyBox/Pett2021-2008-04-24_10-35-50;695.0;694.0;694.0;566.0;2.18727915194346;0.814388489208633;0.771223021582734;2.0;694.0;1261.0;2627.0;0.4800152264941;0.989928057553957;1292.0;True;7.0;7.0;5.38444679112453E+177;598.0;480.0
BusyBox;Pett2021;True;2008-04-24_10-44-31;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-04-24_10-44-31.dimacs;systems_software/BusyBox/Pett2021-2008-04-24_10-44-31;695.0;694.0;694.0;566.0;2.18727915194346;0.814388489208633;0.771223021582734;2.0;694.0;1261.0;2627.0;0.4800152264941;0.989928057553957;1292.0;True;7.0;7.0;5.38444679112453E+177;598.0;480.0
BusyBox;Pett2021;True;2008-04-24_19-37-11;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-04-24_19-37-11.dimacs;systems_software/BusyBox/Pett2021-2008-04-24_19-37-11;695.0;694.0;694.0;566.0;2.18727915194346;0.814388489208633;0.771223021582734;2.0;694.0;1261.0;2627.0;0.4800152264941;0.989928057553957;1292.0;True;7.0;7.0;5.38444679112453E+177;598.0;480.0
BusyBox;Pett2021;True;2008-04-25_02-14-07;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-04-25_02-14-07.dimacs;systems_software/BusyBox/Pett2021-2008-04-25_02-14-07;695.0;694.0;694.0;566.0;2.18727915194346;0.814388489208633;0.771223021582734;2.0;694.0;1261.0;2627.0;0.4800152264941;0.989928057553957;1292.0;True;7.0;7.0;5.38444679112453E+177;598.0;480.0
BusyBox;Pett2021;True;2008-04-25_08-13-36;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-04-25_08-13-36.dimacs;systems_software/BusyBox/Pett2021-2008-04-25_08-13-36;695.0;694.0;694.0;566.0;2.18727915194346;0.814388489208633;0.771223021582734;2.0;694.0;1261.0;2627.0;0.4800152264941;0.989928057553957;1292.0;True;7.0;7.0;5.38444679112453E+177;598.0;480.0
BusyBox;Pett2021;True;2008-04-25_08-43-01;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-04-25_08-43-01.dimacs;systems_software/BusyBox/Pett2021-2008-04-25_08-43-01;695.0;694.0;694.0;566.0;2.18727915194346;0.814388489208633;0.771223021582734;2.0;694.0;1261.0;2627.0;0.4800152264941;0.989928057553957;1292.0;True;7.0;7.0;5.38444679112453E+177;598.0;480.0
BusyBox;Pett2021;True;2008-04-25_17-01-06;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-04-25_17-01-06.dimacs;systems_software/BusyBox/Pett2021-2008-04-25_17-01-06;695.0;694.0;694.0;566.0;2.18727915194346;0.814388489208633;0.771223021582734;2.0;694.0;1261.0;2627.0;0.4800152264941;0.989928057553957;1292.0;True;7.0;7.0;5.38444679112453E+177;598.0;480.0
BusyBox;Pett2021;True;2008-04-25_18-44-35;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-04-25_18-44-35.dimacs;systems_software/BusyBox/Pett2021-2008-04-25_18-44-35;695.0;694.0;694.0;566.0;2.18727915194346;0.814388489208633;0.771223021582734;2.0;694.0;1261.0;2627.0;0.4800152264941;0.989928057553957;1292.0;True;7.0;7.0;5.38444679112453E+177;598.0;480.0
BusyBox;Pett2021;True;2008-04-25_19-00-39;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-04-25_19-00-39.dimacs;systems_software/BusyBox/Pett2021-2008-04-25_19-00-39;695.0;694.0;694.0;566.0;2.18727915194346;0.814388489208633;0.771223021582734;2.0;694.0;1261.0;2627.0;0.4800152264941;0.989928057553957;1292.0;True;7.0;7.0;5.38444679112453E+177;598.0;480.0
BusyBox;Pett2021;True;2008-04-25_23-20-25;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-04-25_23-20-25.dimacs;systems_software/BusyBox/Pett2021-2008-04-25_23-20-25;695.0;694.0;694.0;566.0;2.18727915194346;0.814388489208633;0.771223021582734;2.0;694.0;1261.0;2627.0;0.4800152264941;0.989928057553957;1292.0;True;7.0;7.0;5.38444679112453E+177;598.0;480.0
BusyBox;Pett2021;True;2008-04-26_10-14-25;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-04-26_10-14-25.dimacs;systems_software/BusyBox/Pett2021-2008-04-26_10-14-25;695.0;694.0;694.0;566.0;2.18727915194346;0.814388489208633;0.771223021582734;2.0;694.0;1261.0;2627.0;0.4800152264941;0.989928057553957;1292.0;True;7.0;7.0;5.38444679112453E+177;598.0;480.0
BusyBox;Pett2021;True;2008-04-27_03-33-29;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-04-27_03-33-29.dimacs;systems_software/BusyBox/Pett2021-2008-04-27_03-33-29;695.0;694.0;694.0;566.0;2.18727915194346;0.814388489208633;0.771223021582734;2.0;694.0;1261.0;2627.0;0.4800152264941;0.989928057553957;1292.0;True;7.0;7.0;5.38444679112453E+177;598.0;480.0
BusyBox;Pett2021;True;2008-04-27_13-34-43;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-04-27_13-34-43.dimacs;systems_software/BusyBox/Pett2021-2008-04-27_13-34-43;695.0;694.0;694.0;566.0;2.18727915194346;0.814388489208633;0.771223021582734;2.0;694.0;1261.0;2627.0;0.4800152264941;0.989928057553957;1292.0;True;7.0;7.0;5.38444679112453E+177;598.0;480.0
BusyBox;Pett2021;True;2008-04-27_20-48-49;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-04-27_20-48-49.dimacs;systems_software/BusyBox/Pett2021-2008-04-27_20-48-49;695.0;694.0;694.0;566.0;2.18727915194346;0.814388489208633;0.771223021582734;2.0;694.0;1261.0;2627.0;0.4800152264941;0.989928057553957;1292.0;True;7.0;7.0;5.38444679112453E+177;598.0;480.0
BusyBox;Pett2021;True;2008-04-27_20-58-43;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-04-27_20-58-43.dimacs;systems_software/BusyBox/Pett2021-2008-04-27_20-58-43;695.0;694.0;694.0;566.0;2.18727915194346;0.814388489208633;0.771223021582734;2.0;694.0;1261.0;2627.0;0.4800152264941;0.989928057553957;1292.0;True;7.0;7.0;5.38444679112453E+177;598.0;480.0
BusyBox;Pett2021;True;2008-04-27_22-06-24;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-04-27_22-06-24.dimacs;systems_software/BusyBox/Pett2021-2008-04-27_22-06-24;695.0;694.0;694.0;566.0;2.18727915194346;0.814388489208633;0.771223021582734;2.0;694.0;1261.0;2627.0;0.4800152264941;0.989928057553957;1292.0;True;7.0;7.0;5.38444679112453E+177;598.0;480.0
BusyBox;Pett2021;True;2008-04-28_00-10-34;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-04-28_00-10-34.dimacs;systems_software/BusyBox/Pett2021-2008-04-28_00-10-34;695.0;694.0;694.0;566.0;2.18727915194346;0.814388489208633;0.771223021582734;2.0;694.0;1261.0;2627.0;0.4800152264941;0.989928057553957;1292.0;True;7.0;7.0;5.38444679112453E+177;598.0;480.0
BusyBox;Pett2021;True;2008-04-28_00-25-22;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-04-28_00-25-22.dimacs;systems_software/BusyBox/Pett2021-2008-04-28_00-25-22;695.0;694.0;694.0;566.0;2.18727915194346;0.814388489208633;0.771223021582734;2.0;694.0;1261.0;2627.0;0.4800152264941;0.989928057553957;1292.0;True;7.0;7.0;5.38444679112453E+177;598.0;480.0
BusyBox;Pett2021;True;2008-04-29_00-10-27;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-04-29_00-10-27.dimacs;systems_software/BusyBox/Pett2021-2008-04-29_00-10-27;695.0;694.0;694.0;566.0;2.18727915194346;0.814388489208633;0.771223021582734;2.0;694.0;1261.0;2627.0;0.4800152264941;0.989928057553957;1292.0;True;7.0;7.0;5.38444679112453E+177;598.0;480.0
BusyBox;Pett2021;True;2008-04-29_02-43-23;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-04-29_02-43-23.dimacs;systems_software/BusyBox/Pett2021-2008-04-29_02-43-23;695.0;694.0;694.0;566.0;2.18727915194346;0.814388489208633;0.771223021582734;2.0;694.0;1261.0;2627.0;0.4800152264941;0.989928057553957;1292.0;True;7.0;7.0;5.38444679112453E+177;598.0;480.0
BusyBox;Pett2021;True;2008-04-29_03-54-16;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-04-29_03-54-16.dimacs;systems_software/BusyBox/Pett2021-2008-04-29_03-54-16;695.0;694.0;694.0;566.0;2.18727915194346;0.814388489208633;0.771223021582734;2.0;694.0;1261.0;2627.0;0.4800152264941;0.989928057553957;1292.0;True;7.0;7.0;5.38444679112453E+177;598.0;480.0
BusyBox;Pett2021;True;2008-04-29_04-12-58;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-04-29_04-12-58.dimacs;systems_software/BusyBox/Pett2021-2008-04-29_04-12-58;695.0;694.0;694.0;566.0;2.18727915194346;0.814388489208633;0.771223021582734;2.0;694.0;1261.0;2627.0;0.4800152264941;0.989928057553957;1292.0;True;7.0;7.0;5.38444679112453E+177;598.0;480.0
BusyBox;Pett2021;True;2008-04-29_04-40-15;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-04-29_04-40-15.dimacs;systems_software/BusyBox/Pett2021-2008-04-29_04-40-15;695.0;694.0;694.0;566.0;2.18727915194346;0.814388489208633;0.771223021582734;2.0;694.0;1261.0;2627.0;0.4800152264941;0.989928057553957;1292.0;True;7.0;7.0;5.38444679112453E+177;598.0;480.0
