Name;Origin;PartOfHistory;Version;Domain;Format;Extension;Year;Keywords;Hierarchy;Source;Publication;Path;DescribingPath;#Features;#LeafFeatures;#TopFeatures;#Constraints;AverageConstraintSize;CtcDensity;FeaturesInConstraintsDensity;RatioOptionalFeatures;ConnectivityDensity;TreeDepth;AverageNumberOfChildren;Valid;#CORE;#Dead;NumberOfValidConfigurations
BusyBox;Pett2021;True;2008-06-21_20-31-50;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-06-21_20-31-50.dimacs;systems_software/BusyBox/Pett2021-2008-06-21_20-31-50;711.0;710.0;710.0;592.0;2.197635135135135;0.8326300984528833;0.7721518987341772;0.9887482419127988;1322.0;2.0;710.0;True;8.0;8.0;20912985348830843573562757736561712900584390263535960202288741852237555990703379125769978972462962267298224569685236037583546256024847422495811683572542830402003271680000000000000000
BusyBox;Pett2021;True;2008-06-21_22-10-52;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-06-21_22-10-52.dimacs;systems_software/BusyBox/Pett2021-2008-06-21_22-10-52;711.0;710.0;710.0;592.0;2.197635135135135;0.8326300984528833;0.7721518987341772;0.9887482419127988;1322.0;2.0;710.0;True;8.0;8.0;20912985348830843573562757736561712900584390263535960202288741852237555990703379125769978972462962267298224569685236037583546256024847422495811683572542830402003271680000000000000000
BusyBox;Pett2021;True;2008-06-21_22-46-58;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-06-21_22-46-58.dimacs;systems_software/BusyBox/Pett2021-2008-06-21_22-46-58;711.0;710.0;710.0;592.0;2.197635135135135;0.8326300984528833;0.7721518987341772;0.9887482419127988;1322.0;2.0;710.0;True;8.0;8.0;20912985348830843573562757736561712900584390263535960202288741852237555990703379125769978972462962267298224569685236037583546256024847422495811683572542830402003271680000000000000000
BusyBox;Pett2021;True;2008-06-21_23-15-43;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-06-21_23-15-43.dimacs;systems_software/BusyBox/Pett2021-2008-06-21_23-15-43;711.0;710.0;710.0;592.0;2.197635135135135;0.8326300984528833;0.7721518987341772;0.9887482419127988;1322.0;2.0;710.0;True;8.0;8.0;20912985348830843573562757736561712900584390263535960202288741852237555990703379125769978972462962267298224569685236037583546256024847422495811683572542830402003271680000000000000000
BusyBox;Pett2021;True;2008-06-22_13-16-23;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-06-22_13-16-23.dimacs;systems_software/BusyBox/Pett2021-2008-06-22_13-16-23;711.0;710.0;710.0;592.0;2.197635135135135;0.8326300984528833;0.7721518987341772;0.9887482419127988;1322.0;2.0;710.0;True;8.0;8.0;20912985348830843573562757736561712900584390263535960202288741852237555990703379125769978972462962267298224569685236037583546256024847422495811683572542830402003271680000000000000000
BusyBox;Pett2021;True;2008-06-22_13-20-42;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-06-22_13-20-42.dimacs;systems_software/BusyBox/Pett2021-2008-06-22_13-20-42;711.0;710.0;710.0;592.0;2.197635135135135;0.8326300984528833;0.7721518987341772;0.9887482419127988;1322.0;2.0;710.0;True;8.0;8.0;20912985348830843573562757736561712900584390263535960202288741852237555990703379125769978972462962267298224569685236037583546256024847422495811683572542830402003271680000000000000000
BusyBox;Pett2021;True;2008-06-22_16-28-02;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-06-22_16-28-02.dimacs;systems_software/BusyBox/Pett2021-2008-06-22_16-28-02;711.0;710.0;710.0;592.0;2.197635135135135;0.8326300984528833;0.7721518987341772;0.9887482419127988;1322.0;2.0;710.0;True;8.0;8.0;20912985348830843573562757736561712900584390263535960202288741852237555990703379125769978972462962267298224569685236037583546256024847422495811683572542830402003271680000000000000000
BusyBox;Pett2021;True;2008-06-22_16-38-53;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-06-22_16-38-53.dimacs;systems_software/BusyBox/Pett2021-2008-06-22_16-38-53;711.0;710.0;710.0;592.0;2.197635135135135;0.8326300984528833;0.7721518987341772;0.9887482419127988;1322.0;2.0;710.0;True;8.0;8.0;20912985348830843573562757736561712900584390263535960202288741852237555990703379125769978972462962267298224569685236037583546256024847422495811683572542830402003271680000000000000000
BusyBox;Pett2021;True;2008-06-22_16-59-46;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-06-22_16-59-46.dimacs;systems_software/BusyBox/Pett2021-2008-06-22_16-59-46;711.0;710.0;710.0;592.0;2.197635135135135;0.8326300984528833;0.7721518987341772;0.9887482419127988;1322.0;2.0;710.0;True;8.0;8.0;20912985348830843573562757736561712900584390263535960202288741852237555990703379125769978972462962267298224569685236037583546256024847422495811683572542830402003271680000000000000000
BusyBox;Pett2021;True;2008-06-22_20-14-00;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-06-22_20-14-00.dimacs;systems_software/BusyBox/Pett2021-2008-06-22_20-14-00;711.0;710.0;710.0;592.0;2.197635135135135;0.8326300984528833;0.7721518987341772;0.9887482419127988;1322.0;2.0;710.0;True;8.0;8.0;20912985348830843573562757736561712900584390263535960202288741852237555990703379125769978972462962267298224569685236037583546256024847422495811683572542830402003271680000000000000000
BusyBox;Pett2021;True;2008-06-23_01-52-30;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-06-23_01-52-30.dimacs;systems_software/BusyBox/Pett2021-2008-06-23_01-52-30;711.0;710.0;710.0;592.0;2.197635135135135;0.8326300984528833;0.7721518987341772;0.9887482419127988;1322.0;2.0;710.0;True;8.0;8.0;20912985348830843573562757736561712900584390263535960202288741852237555990703379125769978972462962267298224569685236037583546256024847422495811683572542830402003271680000000000000000
BusyBox;Pett2021;True;2008-06-23_13-06-34;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-06-23_13-06-34.dimacs;systems_software/BusyBox/Pett2021-2008-06-23_13-06-34;711.0;710.0;710.0;592.0;2.197635135135135;0.8326300984528833;0.7721518987341772;0.9887482419127988;1322.0;2.0;710.0;True;8.0;8.0;20912985348830843573562757736561712900584390263535960202288741852237555990703379125769978972462962267298224569685236037583546256024847422495811683572542830402003271680000000000000000
BusyBox;Pett2021;True;2008-06-23_13-24-19;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-06-23_13-24-19.dimacs;systems_software/BusyBox/Pett2021-2008-06-23_13-24-19;711.0;710.0;710.0;592.0;2.197635135135135;0.8326300984528833;0.7721518987341772;0.9887482419127988;1322.0;2.0;710.0;True;8.0;8.0;20912985348830843573562757736561712900584390263535960202288741852237555990703379125769978972462962267298224569685236037583546256024847422495811683572542830402003271680000000000000000
BusyBox;Pett2021;True;2008-06-23_16-28-53;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-06-23_16-28-53.dimacs;systems_software/BusyBox/Pett2021-2008-06-23_16-28-53;711.0;710.0;710.0;592.0;2.197635135135135;0.8326300984528833;0.7721518987341772;0.9887482419127988;1322.0;2.0;710.0;True;8.0;8.0;20912985348830843573562757736561712900584390263535960202288741852237555990703379125769978972462962267298224569685236037583546256024847422495811683572542830402003271680000000000000000
BusyBox;Pett2021;True;2008-06-23_22-31-52;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-06-23_22-31-52.dimacs;systems_software/BusyBox/Pett2021-2008-06-23_22-31-52;711.0;710.0;710.0;593.0;2.1973018549747048;0.8340365682137834;0.7721518987341772;0.9887482419127988;1323.0;2.0;710.0;True;8.0;8.0;19445407429614644024540809825224048837385485683638699837215847687168253815917177081856296237553280704680805301637149298103999150338893217408386302269206491426424094720000000000000000
BusyBox;Pett2021;True;2008-06-24_00-47-58;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-06-24_00-47-58.dimacs;systems_software/BusyBox/Pett2021-2008-06-24_00-47-58;711.0;710.0;710.0;593.0;2.1973018549747048;0.8340365682137834;0.7721518987341772;0.9887482419127988;1323.0;2.0;710.0;True;8.0;8.0;19445407429614644024540809825224048837385485683638699837215847687168253815917177081856296237553280704680805301637149298103999150338893217408386302269206491426424094720000000000000000
BusyBox;Pett2021;True;2008-06-24_00-50-07;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-06-24_00-50-07.dimacs;systems_software/BusyBox/Pett2021-2008-06-24_00-50-07;711.0;710.0;710.0;593.0;2.1973018549747048;0.8340365682137834;0.7721518987341772;0.9887482419127988;1323.0;2.0;710.0;True;8.0;8.0;19445407429614644024540809825224048837385485683638699837215847687168253815917177081856296237553280704680805301637149298103999150338893217408386302269206491426424094720000000000000000
BusyBox;Pett2021;True;2008-06-24_14-10-41;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-06-24_14-10-41.dimacs;systems_software/BusyBox/Pett2021-2008-06-24_14-10-41;711.0;710.0;710.0;593.0;2.1973018549747048;0.8340365682137834;0.7721518987341772;0.9887482419127988;1323.0;2.0;710.0;True;8.0;8.0;19445407429614644024540809825224048837385485683638699837215847687168253815917177081856296237553280704680805301637149298103999150338893217408386302269206491426424094720000000000000000
BusyBox;Pett2021;True;2008-06-24_16-08-22;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-06-24_16-08-22.dimacs;systems_software/BusyBox/Pett2021-2008-06-24_16-08-22;711.0;710.0;710.0;593.0;2.1973018549747048;0.8340365682137834;0.7721518987341772;0.9887482419127988;1323.0;2.0;710.0;True;8.0;8.0;19445407429614644024540809825224048837385485683638699837215847687168253815917177081856296237553280704680805301637149298103999150338893217408386302269206491426424094720000000000000000
BusyBox;Pett2021;True;2008-06-24_18-59-59;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-06-24_18-59-59.dimacs;systems_software/BusyBox/Pett2021-2008-06-24_18-59-59;711.0;710.0;710.0;593.0;2.1973018549747048;0.8340365682137834;0.7721518987341772;0.9887482419127988;1323.0;2.0;710.0;True;8.0;8.0;19445407429614644024540809825224048837385485683638699837215847687168253815917177081856296237553280704680805301637149298103999150338893217408386302269206491426424094720000000000000000
BusyBox;Pett2021;True;2008-06-24_21-39-32;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-06-24_21-39-32.dimacs;systems_software/BusyBox/Pett2021-2008-06-24_21-39-32;711.0;710.0;710.0;593.0;2.1973018549747048;0.8340365682137834;0.7721518987341772;0.9887482419127988;1323.0;2.0;710.0;True;8.0;8.0;19445407429614644024540809825224048837385485683638699837215847687168253815917177081856296237553280704680805301637149298103999150338893217408386302269206491426424094720000000000000000
BusyBox;Pett2021;True;2008-06-25_09-53-17;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-06-25_09-53-17.dimacs;systems_software/BusyBox/Pett2021-2008-06-25_09-53-17;711.0;710.0;710.0;593.0;2.1973018549747048;0.8340365682137834;0.7721518987341772;0.9887482419127988;1323.0;2.0;710.0;True;8.0;8.0;19445407429614644024540809825224048837385485683638699837215847687168253815917177081856296237553280704680805301637149298103999150338893217408386302269206491426424094720000000000000000
BusyBox;Pett2021;True;2008-06-25_10-00-58;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-06-25_10-00-58.dimacs;systems_software/BusyBox/Pett2021-2008-06-25_10-00-58;711.0;710.0;710.0;593.0;2.1973018549747048;0.8340365682137834;0.7721518987341772;0.9887482419127988;1323.0;2.0;710.0;True;8.0;8.0;19445407429614644024540809825224048837385485683638699837215847687168253815917177081856296237553280704680805301637149298103999150338893217408386302269206491426424094720000000000000000
BusyBox;Pett2021;True;2008-06-25_10-16-17;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-06-25_10-16-17.dimacs;systems_software/BusyBox/Pett2021-2008-06-25_10-16-17;711.0;710.0;710.0;593.0;2.1973018549747048;0.8340365682137834;0.7721518987341772;0.9887482419127988;1323.0;2.0;710.0;True;8.0;8.0;19445407429614644024540809825224048837385485683638699837215847687168253815917177081856296237553280704680805301637149298103999150338893217408386302269206491426424094720000000000000000
BusyBox;Pett2021;True;2008-06-25_10-18-16;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-06-25_10-18-16.dimacs;systems_software/BusyBox/Pett2021-2008-06-25_10-18-16;711.0;710.0;710.0;593.0;2.1973018549747048;0.8340365682137834;0.7721518987341772;0.9887482419127988;1323.0;2.0;710.0;True;8.0;8.0;19445407429614644024540809825224048837385485683638699837215847687168253815917177081856296237553280704680805301637149298103999150338893217408386302269206491426424094720000000000000000
BusyBox;Pett2021;True;2008-06-25_10-59-44;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-06-25_10-59-44.dimacs;systems_software/BusyBox/Pett2021-2008-06-25_10-59-44;711.0;710.0;710.0;593.0;2.1973018549747048;0.8340365682137834;0.7721518987341772;0.9887482419127988;1323.0;2.0;710.0;True;8.0;8.0;19445407429614644024540809825224048837385485683638699837215847687168253815917177081856296237553280704680805301637149298103999150338893217408386302269206491426424094720000000000000000
BusyBox;Pett2021;True;2008-06-25_12-15-46;systems_software;DIMACS;dimacs;2021;['KConfig', 'Automatic'];False;https://github.com/TUBS-ISF/SamplingStabiltyVaMoS21_data;https://doi.org/10.1145/3442391.3442410;feature_models/original/systems_software/BusyBox/Pett2021-2008-06-25_12-15-46.dimacs;systems_software/BusyBox/Pett2021-2008-06-25_12-15-46;711.0;710.0;710.0;593.0;2.1973018549747048;0.8340365682137834;0.7721518987341772;0.9887482419127988;1323.0;2.0;710.0;True;8.0;8.0;19445407429614644024540809825224048837385485683638699837215847687168253815917177081856296237553280704680805301637149298103999150338893217408386302269206491426424094720000000000000000
